match_id,opponent,agent_side,agent_won,agent_guard,opp_guard,frames
54,cpu_bot,P1,True,1,0,388
55,cpu_bot,P1,False,1,3,58
56,cpu_bot,P1,True,3,1,488
57,cpu_bot,P1,True,3,1,115
58,cpu_bot,P1,True,3,1,371
59,cpu_bot,P1,False,1,3,103
60,cpu_bot,P1,True,2,1,463
61,cpu_bot,P1,False,1,1,372
62,cpu_bot,P1,True,2,1,354
63,cpu_bot,P1,True,2,0,353
64,cpu_bot,P1,False,0,3,102
65,cpu_bot,P1,True,3,1,122
66,cpu_bot,P1,False,0,3,249
67,cpu_bot,P1,True,3,1,78
68,cpu_bot,P1,True,3,1,150
69,cpu_bot,P1,True,3,1,117
70,cpu_bot,P1,False,1,3,126
71,cpu_bot,P1,True,3,1,106
72,cpu_bot,P1,True,3,1,91
73,cpu_bot,P1,False,2,2,128
74,cpu_bot,P1,False,1,3,58
75,cpu_bot,P1,False,1,3,102
76,cpu_bot,P1,False,1,3,89
77,cpu_bot,P1,False,1,3,126
78,cpu_bot,P1,True,3,1,51
79,cpu_bot,P1,True,3,1,83
80,cpu_bot,P1,True,3,1,91
81,cpu_bot,P1,True,3,1,163
82,cpu_bot,P1,True,1,0,283
83,cpu_bot,P1,False,1,3,270
84,cpu_bot,P1,True,3,1,124
85,cpu_bot,P1,False,1,3,58
86,cpu_bot,P1,True,3,1,70
87,cpu_bot,P1,True,3,1,93
88,cpu_bot,P1,True,1,0,207
89,cpu_bot,P1,True,3,1,67
90,cpu_bot,P1,False,1,1,182
91,cpu_bot,P1,False,1,3,58
92,cpu_bot,P1,False,0,0,270
93,cpu_bot,P1,True,3,1,414
94,cpu_bot,P1,False,1,1,174
95,cpu_bot,P1,True,2,1,108
96,cpu_bot,P1,False,1,3,166
97,cpu_bot,P1,True,3,1,122
98,cpu_bot,P1,False,0,3,133
99,cpu_bot,P1,True,2,1,303
